lexid,filename,sentence,word
pp. ctp na,mbh12_13982.xml,"['vi', 'mucya', 'agni', 'Dana', 'kalatra', 'paribarha', 'saNgAn', 'AtmanaH', 'sneha', 'pASAn', 'ava', 'DUya', 'pari', 'vrajanti', 'sama', 'lozwa', 'aSma', 'kAYcanAH', 'tri', 'varga', 'pra', 'vfttezu', 'AramBezu', 'a', 'sakta', 'budDayaH', 'ari', 'mitra', 'ud', 'AsInezu', 'tulya', 'vfttayaH', 'sTAvara', 'jara', 'Ayuja', 'aRqaja', 'svedaja', 'ud', 'BijjAnAm', 'BUtAnAm', 'vAk', 'manaH', 'karmaBiH', 'an', 'aBi', 'drohiRaH', 'a', 'niketAH', 'parvata', 'pulina', 'vfkza', 'mUla', 'devata', 'yatanAni', 'anu', 'carantaH', 'vAsa', 'ArTam', 'upa', 'IyuH', 'nagaram', 'grAmam', 'vA', 'nagare', 'paYca', 'rAtrikAH', 'grAma', 'eka', 'rAtrikAH']",budDayaH
prmp[1],pt479.xml,"['asti', 'atra', 'DarA', 'a', 'tale', 'varDamAnam', 'nAma', 'nagaram']",varDamAnam
prmp[1],pt1685.xml,"['saH', 'api', 'tat', 'A', 'karRya', 'palAyitum', 'IhamAnaH', 'vyAGreRa', 'KaRqaSaH', 'kftaH', 'mftaH', 'ca']",IhamAnaH
 cbv,pt1024.xml,"['aTa', 'tat', 'vana', 'jAH', 'sarve', 'sAraNga', 'varAha', 'mahiza', 'gavaya', 'SaSaka', 'AdayaH', 'militvA', 'dIna', 'AnanAH', 'mahI', 'tala', 'ava', 'sakta', 'jAnavaH', 'pra', 'nata', 'SirasaH', 'sa', 'vinayAH', 'tam', 'mfga', 'patim', 'vi', 'jYapayitum', 'A', 'rabDAH']",militvA
 cbv,pt1021.xml,"['asti', 'kasmin', 'cit', 'vana', 'uddeSe', 'mada', 'ut', 'mattaH', 'manda', 'mati', 'nAmA', 'siMhaH']",siMhaH
ctp prAdi,mbh12_26120.xml,"['tataH', 'devAH', 'fzayaH', 'ca', 'indram', 'na', 'apaSyan', 'yadA', 'tadA', 'SacIm', 'UcuH', 'gacCa', 'suBage', 'indram', 'Anayasva', 'iti']",suBage
ctp prAdi,mbh12_13929.xml,"['tapasaH', 'ca', 'su', 'taptasya', 'sva', 'aDyAyasya', 'hutasya', 'ca']",taptasya
cdvigu,mbh03_14417.xml,"['tam', 'eka', 'aSvena', 'mfgam', 'anu', 'sarantam', 'mfgaH', 'dUram', 'apa', 'aharat']",aSvena
cdvigu,mbh12_13968.xml,"['parivAda', 'upa', 'GAtO', 'ca', 'pAruzyam', 'ca', 'atra', 'garhitam']",GAtO
cab,mbh03_14584.xml,"['evam', 'uktaH', 'vAmadevena', 'rAjan', 'antaH', 'pure', 'rAja', 'putram', 'jaGAna']",pure
cab,mbh03_14528.xml,"['evam', 'uktvA', 'mfgam', 'ava', 'Apya', 'sva', 'nagaram', 'etya', 'ASvO', 'antaH', 'pure', 'asTApayat']",pure
adj cd,mbh03_14450.xml,"['aTa', 'amAtyaH', 'an', 'udakam', 'vanam', 'kArayitvA', 'udAra', 'vfkzam', 'bahu', 'mUla', 'puzpa', 'Palam', 'rahasi', 'upa', 'gamya', 'rAjAnam', 'abravIt']",Palam
noun_ctp_prAdi,pt926.xml,"['BakzayitvA', 'bahUn', 'matsyAn', 'uttama', 'aDama', 'maDyamAn', 'atilOlyAt', 'bakaH', 'kaH', 'cit', 'mftaH', 'karkawaka', 'grahAt']",atilOlyAt
noun_ctp_prAdi,pt1763.xml,"['he', 'sumitra', 'yaTezwam', 'uzyatAm', 'asmin', 'mahA', 'sarasi', 'suKa', 'sevye', 'atra', 'vane', 'mayA', 'samam']",sumitra
vi6am,pt770.xml,"['tat', 'drutam', 'muYca', 'mAm', 'banDanAt', 'yAvat', 'na', 'ayam', 'prati', 'buDyate', 'yena', 'sva', 'gfham', 'gacCAmi']",muYca
vi1a,pt1969.xml,"['aTa', 'tatra', 'vane', 'vimalaH', 'nAma', 'siMhaH', 'prati', 'vasati', 'sma']",vasati
vi1a,pt1643.xml,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']",Bavati
vt7a,pt784.xml,"['uSanA', 'veda', 'yat', 'SAstram', 'yat', 'ca', 'veda', 'bfhaspatiH', 'strI', 'budDyA', 'na', 'vi', 'Sizyeta', 'tasmAt', 'rakzyAH', 'kaTam', 'hi', 'tAH']",Sizyeta
vt7a,pt1327.xml,"['sura', 'ari', 'saNGAta', 'ni', 'pIta', 'SoRitam', 'na', 'cakram', 'ut', 'muYcati', 'mAnuze', 'hariH', 'kareRa', 'yena', 'pra', 'pinazwi', 'kuYjarAn', 'na', 'tena', 'siMhaH', 'maSakAn', 'pra', 'bADyate']",pinazwi
ctp_dvigu,pt1474.xml,"['tri', 'satyena', 'AtmAnam', 'SapAmi']",satyena
ctp_dvigu,pt847.xml,"['ekam', 'eva', 'idam', 'vyasanam', 'prasaNga', 'A', 'Kyam', 'sapta', 'aNgam', 'iti']",aNgam
pcl_kp,pt254.xml,"['savya', 'dakziRa', 'yatra', 'viSezaH', 'na', 'upa', 'laByate', 'na', 'tatra', 'kzaRam', 'api', 'AryaH', 'vidyamAna', 'gatiH', 'vaset']",api
pcl_kp,pt1118.xml,"['tataH', 'kam', 'cit', 'kUpam', 'A', 'sAdya', 'siMham', 'prati', 'Aha']",prati
cdi,pt401.xml,"['sarva', 'devamayasya', 'asya', 'viSezaH', 'BU', 'pateH', 'ayam', 'SuBa', 'a', 'SuBa', 'Palam', 'datte', 'sadyaH', 'devAH', 'Bava', 'antare']",SuBa
cdi,pt1103.xml,"['AtmanaH', 'Saktim', 'ut', 'vi', 'Ikzya', 'mAna', 'utsAhO', 'tu', 'yaH', 'vrajet', 'SatrUn', 'ekaH', 'api', 'hanyAt', 'ca', 'kzatriyAn', 'BArgavaH', 'yaTA']",utsAhO
root,pt11.xml,"['aTa', 'vA', 'sADU', 'idam', 'ucyate']",ucyate
root,pt220.xml,"['yasya', 'yasya', 'hi', 'yaH', 'BAvaH', 'tasya', 'tasya', 'hi', 'tam', 'naraH', 'anupra', 'viSya', 'meDAvI', 'kzipram', 'Atma', 'vaSam', 'nayet']",nayet
vi10am,pt627.xml,"['aTa', 'AzAQaBUti', 'nAmA', 'para', 'vitta', 'apa', 'hArI', 'DUrtaH', 'arTa', 'mAtrAm', 'tasya', 'kakzA', 'antaH', 'gatAm', 'lakzayitvA', 'vi', 'acintayat']",acintayat
pp. cd,mbh12_13914.xml,"['caRqa', 'vAta', 'ati', 'uzRa', 'ati', 'SIta', 'kftEH', 'ca', 'prati', 'BayEH', 'SArIrEH', 'duHKEH', 'upa', 'tapyante']",vAta
pcl_post,pt707.xml,"['aham', 'tava', 'kfte', 'praBUtam', 'madya', 'mAMsam', 'A', 'nezyAmi', 'iti']",kfte
noun_pn_ctp_upapada,pt1155.xml,"['tAm', 'ca', 'a', 'pratirUpa', 'rUpAm', 'ni', 'rUpayan', 'kOlikaH', 'paYcaBiH', 'bAREH', 'manasi', 'manasijena', 'samantAt', 'tAqitaH', 'kaTam', 'kaTam', 'api', 'DErya', 'ava', 'zwamBAt', 'AkAra', 'saMvaraRam', 'kftvA', 'gfham', 'sam', 'pra', 'AptaH', 'sarvAH', 'diSaH', 'rAja', 'duhitf', 'mayIH', 'apaSyat']",manasijena
noun_pn_ctp_upapada,pt1614.xml,"['tat', 'sparSa', 'A', 'kfzwa', 'manAH', 'itaH', 'ca', 'itaH', 'ca', 'pari', 'Braman', 'kaTam', 'api', 'dEva', 'vaSAt', 'manda', 'visarpiRyA', 'militaH', 'tayA', 'ca', 'aBi', 'hitaH']",militaH
adj pn,mbh12_26023.xml,"['hEraRyagarBAt', 'ca', 'vasizWAt', 'hiraRyakaSipuH', 'SApam', 'pra', 'AptavAn']",hEraRyagarBAt
adj pn,mbh03_14650.xml,"['BavAn', 'indradyumnam', 'rAjAnam', 'aBi', 'jAnAti', 'iti']",indradyumnam
vi1a 4a,pt1470.xml,"['yuzmat', 'nAma', 'grahaRena', 'api', 'trasyate', 'kim', 'punaH', 'sparSanena']",trasyate
noun_pn_ck,pt1270.xml,"['taTA', 'anyedyuH', 'vikrama', 'sena', 'balEH', 'A', 'gatya', 'upa', 'rudDe', 'puRQravarDana', 'pure', 'sa', 'rAjA', 'mantri', 'puras', 'hita', 'mahA', 'janEH', 'vi', 'jYaptaH']",pure
noun_pn_ck,pt1749.xml,"['asti', 'kasmin', 'cit', 'vana', 'uddeSe', 'mahA', 'pramARam', 'saraH']",pramARam
int. ppr. md.,mbh01_968.xml,"['tam', 'mAtA', 'rorUyamARam', 'uvAca']",rorUyamARam
int. ppr. md.,mbh01_967.xml,"['sa', 'janamejayasya', 'BrAtfBiH', 'aBihataH', 'rorUyamARaH', 'mAtuH', 'samIpam', 'upa', 'agacCat']",rorUyamARaH
gerundive_anIya_cau,pt1565.xml,"['sva', 'janaH', 'aTa', 'suhft', 'guruH', 'nfpaH', 'vA', 'puruzeRa', 'utpaTagaH', 'ni', 'vAraRIyaH', 'vini', 'vartayitum', 'sa', 'cet', 'na', 'SakyaH', 'parataH', 'tasya', 'manas', 'anugam', 'vi', 'Deyam']",vAraRIyaH
gerundive_anIya_cau,pt208.xml,"['kalpayati', 'yena', 'vfttim', 'sadasi', 'ca', 'sadBiH', 'pra', 'Sasyate', 'yena', 'sa', 'guRaH', 'tena', 'guRavatA', 'vi', 'varDanIyaH', 'ca', 'rakzyaH', 'ca']",varDanIyaH
adj pp.,mbh03_14524.xml,"['sa', 'ca', 'tO', 'aSvO', 'prati', 'gfhya', 'anu', 'jYApya', 'ca', 'fzim', 'pra', 'ayAt', 'vAmya', 'sam', 'yuktena', 'raTena', 'mfgam', 'prati']",yuktena
adj pp.,mbh12_26093.xml,"['tAm', 'indraH', 'patnIm', 'kfSAm', 'glAnAm', 'ca', 'dfzwvA', 'cintayAm', 'baBUva']",glAnAm
pp. ctp3,mbh12_13978.xml,"['tyakta', 'grAmya', 'vastra', 'AhAra', 'upaBogAH', 'vanya', 'OzaDi', 'mUla', 'Pala', 'parRa', 'pari', 'mita', 'vicitra', 'ni', 'yata', 'AhArAH', 'sTAna', 'AsaninaH', 'BUmi', 'pAzARa', 'sikatA', 'SarkarA', 'vAlukA', 'Basma', 'SAyinaH', 'kASa', 'kuSa', 'carma', 'valkala', 'saM', 'vfta', 'aNgAH', 'keSa', 'SmaSru', 'naKa', 'roma', 'DAriRaH', 'niyata', 'kAla', 'upasparSanAH', 'askanna', 'homa', 'bali', 'kAla', 'anu', 'zWAyinaH', 'samitkuSa', 'kusuma', 'upahAra', 'homa', 'arjana', 'labDa', 'viSrAmAH', 'SItA', 'uzRa', 'pavana', 'niH', 'tapta', 'vi', 'Binna', 'sarva', 'tvacaH', 'viviDa', 'niyama', 'yoga', 'carya', 'avihita', 'Darma', 'anu', 'zWAna', 'hfta', 'mAMsa', 'SoRitAH', 'tvak', 'asTi', 'BUtAH', 'Dfti', 'parAH', 'sattva', 'yogAt', 'SarIrARi', 'ud', 'vahanti']",keSa
 ctp upapada,mbh12_13955.xml,"['sam', 'A', 'vfttAnam', 'sa', 'dArARAm', 'sahaDarma', 'carya', 'Pala', 'arTinAm', 'gfha', 'ASramaH', 'vi', 'DIyate']",Pala
vt1a,pt1312.xml,"['Bagavat', 'BaktAH', 'ca', 'tridaRqinaH', 'pravrajyAm', 'tyakzyanti']",tyakzyanti
vt1a,pt656.xml,"['yat', 'kAraRam', 'niHsaNgatA', 'yatInAm', 'pra', 'Sasyate', 'tava', 'mama', 'api', 'ca']",Sasyate
noun_pn,pt52.xml,"['dAkziRAtyezu', 'jana', 'padezu', 'purandarapurasya', 'fdDi', 'sarva', 'guRa', 'sam', 'pannam', 'pfTivyAH', 'cUqA', 'maRi', 'ratna', 'BUtam', 'kElAsa', 'SiKara', 'Akfti', 'viviDa', 'yantra', 'praharaRa', 'AcaraRa', 'pari', 'pUrRa', 'go', 'pura', 'awwAlakam', 'visaNkawa', 'utkawa', 'dfQa', 'pariGa', 'kapAwa', 'toraRa', 'argala', 'upagata', 'indra', 'kIla', 'vipula', 'dvAram', 'su', 'vi', 'hita', 'SfNgAwaka', 'catuzpaTa', 'prati', 'sTita', 'an', 'eka', 'devatA', 'Ayatanam', 'pariKA', 'pari', 'karita', 'ut', 'Srita', 'hima', 'giri', 'sadfSa', 'AkAra', 'prAkAra', 'valaya', 'pari', 'vezwitam', 'mahilA', 'ropyam', 'nAma', 'nagaram']",ropyam
noun_pn,pt5.xml,"['asti', 'dAkziRAtye', 'jana', 'pade', 'mahilAropyaM', 'nAma', 'nagaram']",mahilAropyaM
adv_cbv,pt1278.xml,"['tataH', 'sudarSanAm', 'A', 'hUya', 'maDura', 'a', 'kzarEH', 'sa', 'bahu', 'mAnam', 'abravIt']",mAnam
adv_cbv,pt1265.xml,"['aTa', 'asO', 'sa', 'bala', 'parivAraH', 'catuH', 'aNga', 'senA', 'sa', 'nATaH', 'tat', 'upari', 'pra', 'calitaH', 'sa', 'kroDam', 'uktavAn', 'ca']",kroDam
vt2a,pt1738.xml,"['sADu', 'ca', 'idam', 'ucyate']",ucyate
vt2a,pt778.xml,"['evam', 'uktvA', 'BUyaH', 'api', 'tam', 'Aha']",Aha
gerundive_ya,pt1924.xml,"['na', 'a', 'Bakzyam', 'Bakzayet', 'prAjYaH', 'prAREH', 'kaRWa', 'gatEH', 'api', 'viSezAt', 'tat', 'api', 'stokam', 'loka', 'dvaya', 'vinASi', 'ca']",Bakzyam
gerundive_ya,pt44.xml,"['te', 'api', 'tAni', 'aDi', 'itya', 'mAsa', 'zawkena', 'yaToktAH', 'sam', 'jAtAH']",itya
noun_ctp3,pt1612.xml,"['evam', 'ca', 'tasyAH', 'tatra', 'vasantyAH', 'quRqukaH', 'nAma', 'matkuRaH', 'vAyu', 'pra', 'IritaH', 'tasmin', 'Sayane', 'patitaH']",IritaH
noun_ctp3,pt977.xml,"['varam', 'vi', 'hAraH', 'saha', 'pannagEH', 'kftaH', 'SaWa', 'AtmaBiH', 'vA', 'ripuBiH', 'saha', 'uzitam', 'a', 'Darma', 'yuktEH', 'capalEH', 'a', 'paRqitEH', 'na', 'pApa', 'mitrEH', 'saha', 'vartitum', 'kzamam']",capalEH
 gati,mbh12_26011.xml,"['yasmAt', 'mama', 'upa', 'spfSataH', 'kaluzI', 'BUtAH', 'na', 'prasAdam', 'upa', 'gatAH', 'tasmAt', 'adya', 'praBfti', 'Jaza', 'makara', 'matsya', 'kacCapa', 'jantu', 'sam', 'kIrRAH', 'kaluzI', 'Bavata', 'iti']",BUtAH
 gati,pt1770.xml,"['tizWan', 'aham', 'iha', 'AvAse', 'vfdDI', 'BUtaH', 'na', 'ca', 'anyAm', 'aham', 'kAm', 'cit', 'api', 'diSam', 'jAnAmi']",BUtaH
noun_cab,pt872.xml,"['aTa', 'guRa', 'prati', 'lomakam', 'ucyate', 'yadA', 'sanDi', 'vigraha', 'yAna', 'Asana', 'sam', 'Sraya', 'dvEDI', 'BAvAnAm', 'zaRRAm', 'guRAnAm', 'prAti', 'lomyena', 'vartate', 'sanDO', 'pra', 'Apte', 'vigraham', 'vigrahe', 'ca', 'sanDim', 'karoti', 'evam', 'Sezezu', 'api', 'guRezu', 'prAti', 'lomyena', 'yadA', 'vartate', 'tat', 'vyasanam', 'prati', 'lomakam', 'iti']",lomakam
pcl_rel,pt1396.xml,"['pUjyaH', 'banDuH', 'api', 'priyaH', 'api', 'tanayaH', 'BrAtA', 'vayasyaH', 'api', 'vA', 'yaH', 'mohAt', 'an', 'avadya', 'kArya', 'vimuKaH', 'heyaH', 'sa', 'kArya', 'arTinA', 'loke', 'hi', 'praTitAH', 'nanu', 'SrutiH', 'iyam', 'na', 'arTaH', 'api', 'gAyanti', 'yAm', 'kim', 'kAryam', 'kanakena', 'tena', 'Bavati', 'CedAya', 'karRasya', 'yat']",yaH
pcl_rel,pt1162.xml,"['yadi', 'sarvasya', 'lokasya', 'guRAH', 'kalyARa', 'kAriRaH', 'tat', 'kaTam', 'mfga', 'SAva', 'akzyAH', 'guRa', 'yogaH', 'dunoti', 'mAm']",yadi
noun_action_ppf_caus,pt1267.xml,"['tataH', 'anavarata', 'prayARakEH', 'vikrama', 'senaH', 'tat', 'deSam', 'anu', 'pra', 'Apya', 'vi', 'DvaMsayAm', 'Asa']",DvaMsayAm
preverb,mbh03_14648.xml,"['etat', 'SrutvA', 'sa', 'kacCapaH', 'tasmAt', 'sarasaH', 'ut', 'TAya', 'aBi', 'agacCat', 'yatra', 'tizWAmaH', 'vayam', 'tasya', 'sarasaH', 'tIre']",ut
preverb,mbh03_14642.xml,"['sa', 'naH', 'abravIt', 'asti', 'Kalu', 'iha', 'eva', 'sarasi', 'akUparaH', 'nAma', 'kacCapaH', 'prati', 'vasati']",prati
vi4m,pt1038.xml,"['ajAH', 'iva', 'prajAH', 'mohAt', 'yaH', 'hanyAt', 'pfTivI', 'patiH', 'tasya', 'ekA', 'jAyate', 'tfptiH', 'na', 'dvitIyA', 'kaTam', 'cana']",jAyate
vi4m,pt1027.xml,"['ekasya', 'janmanaH', 'arTe', 'mUQAH', 'kurvanti', 'yAni', 'pApAni', 'janayanti', 'tAni', 'duHKam', 'tezAm', 'janma', 'antara', 'sahasram']",janayanti
vt4a,pt762.xml,"['na', 'tvAm', 'BUyaH', 'tozayizyAmi']",tozayizyAmi
vt4a,pt1251.xml,"['iti', 'SrutvA', 'rAjA', 'pra', 'hfzwa', 'hfdayaH', 'tat', 'dinam', 'varza', 'Satam', 'iva', 'kaTam', 'cit', 'ati', 'cakrAma']",cakrAma
pfp,mbh12_13971.xml,"['api', 'ca', 'atra', 'mAlya', 'ABaraRa', 'vastra', 'aByaNga', 'ganDa', 'upaBoga', 'nftta', 'gita', 'vAditra', 'Sruti', 'suKa', 'nayana', 'aBirAma', 'saM', 'darSanAnAm', 'prAptiH', 'Bakzya', 'Bojya', 'peya', 'lehya', 'cozyAnam', 'aBI', 'ava', 'hAryARAm', 'viviDAnAm', 'upaBogaH', 'sva', 'dAra', 'vihAra', 'santozaH', 'kAma', 'suKa', 'ava', 'AptiH', 'iti']",lehya
cvi,mbh12_26011.xml,"['yasmAt', 'mama', 'upa', 'spfSataH', 'kaluzI', 'BUtAH', 'na', 'prasAdam', 'upa', 'gatAH', 'tasmAt', 'adya', 'praBfti', 'Jaza', 'makara', 'matsya', 'kacCapa', 'jantu', 'sam', 'kIrRAH', 'kaluzI', 'Bavata', 'iti']",kaluzI
cvi,pt1770.xml,"['tizWan', 'aham', 'iha', 'AvAse', 'vfdDI', 'BUtaH', 'na', 'ca', 'anyAm', 'aham', 'kAm', 'cit', 'api', 'diSam', 'jAnAmi']",vfdDI
noun_ctp_upapada,pt197.xml,"['dvizat', 'dveza', 'paraH', 'nityam', 'izwAnAm', 'izwa', 'karma', 'kft', 'yaH', 'naraH', 'nara', 'nATasya', 'sa', 'Bavet', 'rAja', 'vallaBaH']",kft
noun_ctp_upapada,pt1396.xml,"['pUjyaH', 'banDuH', 'api', 'priyaH', 'api', 'tanayaH', 'BrAtA', 'vayasyaH', 'api', 'vA', 'yaH', 'mohAt', 'an', 'avadya', 'kArya', 'vimuKaH', 'heyaH', 'sa', 'kArya', 'arTinA', 'loke', 'hi', 'praTitAH', 'nanu', 'SrutiH', 'iyam', 'na', 'arTaH', 'api', 'gAyanti', 'yAm', 'kim', 'kAryam', 'kanakena', 'tena', 'Bavati', 'CedAya', 'karRasya', 'yat']",arTinA
ppr. [2] md.,mbh03_14515.xml,"['aTa', 'enam', 'evam', 'bruvARam', 'abravIt', 'rAjA']",bruvARam
ppr. [2] md.,mbh03_14422.xml,"['tataH', 'SayAnaH', 'maDuram', 'gIta', 'Sabdam', 'aSfRot']",SayAnaH
ppp_desid,pt374.xml,"['tat', 'yAvat', 'asya', 'cikIrzitam', 'vettum', 'sTAna', 'antaram', 'gatvA', 'prati', 'pAlayAmi']",cikIrzitam
ppp_desid,pt96.xml,"['sadA', 'manda', 'mada', 'syandi', 'mAtaNga', 'piSita', 'aSanaH', 'a', 'sam', 'panna', 'Ipsita', 'AhAraH', 'tfRAni', 'atti', 'na', 'kesarI']",Ipsita
noun_pn_ctp6,pt703.xml,"['svAgatena', 'agnayaH', 'prItAH', 'Asanena', 'Sata', 'kratuH', 'pAda', 'SOcena', 'govindaH', 'anna', 'Adyena', 'prajA', 'patiH']",patiH
noun_pn_ctp6,pt674.xml,"['AzAQaBUte', 'yAvat', 'aham', 'purIza', 'utsargam', 'kftvA', 'sam', 'A', 'gacCAmi', 'tAvat', 'ezA', 'kanTA', 'yoga', 'ISvaraH', 'ca', 'sAvaDAnena', 'rakzaRIyaH']",ISvaraH
ppr. ps.,mbh12_26125.xml,"['tataH', 'sa', 'deva', 'rAw', 'devEH', 'fziBiH', 'stUyamAnaH', 'tri', 'vizwapa', 'sTaH', 'nizkalmazaH', 'baBUva']",stUyamAnaH
ppr. ps.,mbh03_14466.xml,"['aTa', 'maRqUka', 'vaDe', 'Gore', 'kriyamARe', 'dikzu', 'sarvAsu', 'maRqUkAn', 'Bayam', 'A', 'aviSat']",kriyamARe
adj ca. pp.,mbh12_26056.xml,"['tasmAt', 'anantaram', 'viSvarUpa', 'gAtra', 'maTana', 'samBavam', 'tvazwf', 'ut', 'pAditam', 'eva', 'arim', 'vftram', 'indraH', 'jaGAna']",pAditam
adj ca. pp.,mbh03_14443.xml,"['pari', 'A', 'SvastaH', 'ca', 'rAjA', 'tayA', 'eva', 'saha', 'SibikayA', 'pra', 'ayAt', 'a', 'vi', 'GAwitayA']",GAwitayA
noun_gerundive_ya,pt1411.xml,"['mUla', 'Bftya', 'uparoDena', 'na', 'hi', 'A', 'gantum', 'pra', 'pUjayet', 'na', 'ataH', 'parataraH', 'anyaH', 'asti', 'rAjya', 'Beda', 'karaH', 'karaH', 'gadaH', 'gadaH']",rAjya
noun_gerundive_ya,pt1561.xml,"['tena', 'ca', 'svakIya', 'kuwumbam', 'A', 'nIya', 'suhft', 'sva', 'jana', 'sama', 'itena', 'Bojana', 'Adi', 'kriyA', 'pari', 'tuzwena', 'an', 'eka', 'maKa', 'karaRa', 'arjita', 'puRya', 'prAk', 'BAreRa', 'sakala', 'rAjya', 'cintA', 'sam', 'Bfta', 'ADipatyena', 'suKam', 'anu', 'BUyate', 'sma']",rAjya
num_ordinal,pt935.xml,"['mAma', 'kim', 'adya', 'AhAra', 'vihAra', 'kriyA', 'na', 'kriyate', 'yaTA', 'praTamam', 'iti']",praTamam
num_ordinal,pt1013.xml,"['upa', 'IkzitaH', 'kzIRa', 'balaH', 'api', 'SatruH', 'pramAda', 'dozAt', 'puruzEH', 'mada', 'anDEH', 'sADyaH', 'api', 'BUtvA', 'praTamam', 'tataH', 'asO', 'a', 'sADyatAm', 'vyADiH', 'iva', 'pra', 'yAti']",praTamam
abs c,mbh03_14450.xml,"['aTa', 'amAtyaH', 'an', 'udakam', 'vanam', 'kArayitvA', 'udAra', 'vfkzam', 'bahu', 'mUla', 'puzpa', 'Palam', 'rahasi', 'upa', 'gamya', 'rAjAnam', 'abravIt']",kArayitvA
prap[2],pt1389.xml,"['a', 'priyARi', 'api', 'kurvARaH', 'nizWurARi', 'ca', 'bruvan', 'cetaH', 'pra', 'hlAdayati', 'eva', 'sarva', 'avasTAsu', 'vallaBaH']",bruvan
prap[2],pt917.xml,"['Badra', 'kim', 'evam', 'sati', 'pra', 'Apta', 'kAlam', 'manyase']",sati
vi1m,pt842.xml,"['kasmin', 'vyasane', 'vartate', 'svAmI', 'piNgalakaH']",vartate
vi1m,pt1751.xml,"['tasya', 'ca', 'tatra', 'an', 'eka', 'kAlam', 'bahu', 'prakAram', 'krIqataH', 'samayaH', 'ati', 'vartate']",vartate
