lexid,filename,word,sentence
vt6a,pt1211.xml,diSyatAm,"['tasmAt', 'sam', 'A', 'diSyatAm', 'kim', 'kartavyam']"
adj ppr. [9] ac.,mbh03_14475.xml,jAnatAm,"['pra', 'kzIyate', 'Dana', 'udrekaH', 'janAnAm', 'a', 'vi', 'jAnatAm']"
pron_int,pt842.xml,kasmin,"['kasmin', 'vyasane', 'vartate', 'svAmI', 'piNgalakaH']"
pron_int,pt1396.xml,kim,"['pUjyaH', 'banDuH', 'api', 'priyaH', 'api', 'tanayaH', 'BrAtA', 'vayasyaH', 'api', 'vA', 'yaH', 'mohAt', 'an', 'avadya', 'kArya', 'vimuKaH', 'heyaH', 'sa', 'kArya', 'arTinA', 'loke', 'hi', 'praTitAH', 'nanu', 'SrutiH', 'iyam', 'na', 'arTaH', 'api', 'gAyanti', 'yAm', 'kim', 'kAryam', 'kanakena', 'tena', 'Bavati', 'CedAya', 'karRasya', 'yat']"
 ck,mbh12_13923.xml,janitrI,"['pfTivI', 'sarva', 'BUtAnAm', 'janitrI', 'viDAH', 'striyaH']"
 ck,mbh12_25951.xml,sTAvara,"['a', 'vi', 'akte', 'sarva', 'BUta', 'pralaye', 'sTAvara', 'jaNgame']"
noun_pn_ctp3,pt1900.xml,utkawaH,"['aTa', 'tAn', 'dfzwvA', 'mada', 'utkawaH', 'pra', 'Aha']"
noun_pn_ctp3,pt1899.xml,utkawam,"['tataH', 'te', 'sarve', 'bAzpa', 'pUrita', 'dfSaH', 'gatvA', 'mada', 'utkawam', 'pra', 'namya', 'upa', 'vizwAH']"
adv_dem,pt1969.xml,tatra,"['aTa', 'tatra', 'vane', 'vimalaH', 'nAma', 'siMhaH', 'prati', 'vasati', 'sma']"
adv_dem,pt1643.xml,tadA,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']"
adj ppr. [5] ac.,mbh03_14426.xml,gAyantIm,"['aTa', 'apaSyat', 'kanyAm', 'parama', 'rUpa', 'darSanIyAm', 'puzpARi', 'ava', 'cinvatIm', 'gAyantIm', 'ca']"
noun_ctp_upapada,pt197.xml,kft,"['dvizat', 'dveza', 'paraH', 'nityam', 'izwAnAm', 'izwa', 'karma', 'kft', 'yaH', 'naraH', 'nara', 'nATasya', 'sa', 'Bavet', 'rAja', 'vallaBaH']"
noun_ctp_upapada,pt1396.xml,arTinA,"['pUjyaH', 'banDuH', 'api', 'priyaH', 'api', 'tanayaH', 'BrAtA', 'vayasyaH', 'api', 'vA', 'yaH', 'mohAt', 'an', 'avadya', 'kArya', 'vimuKaH', 'heyaH', 'sa', 'kArya', 'arTinA', 'loke', 'hi', 'praTitAH', 'nanu', 'SrutiH', 'iyam', 'na', 'arTaH', 'api', 'gAyanti', 'yAm', 'kim', 'kAryam', 'kanakena', 'tena', 'Bavati', 'CedAya', 'karRasya', 'yat']"
adj ck,mbh12_25998.xml,sarva,"['veda', 'purARa', 'itihAsa', 'prAmARyAt', 'nArAyaRa', 'muKa', 'ut', 'gatAH', 'sarva', 'AtmAnaH', 'sarva', 'kartAraH', 'sarva', 'BAvanAH', 'ca', 'brAhmaRAH']"
adj ck,mbh03_14456.xml,sukftAm,"['tat', 'pra', 'viSya', 'rAjA', 'sa', 'saha', 'priyayA', 'suDA', 'tala', 'sukftAm', 'vimala', 'salila', 'pUrRAm', 'vApIm', 'apaSyat']"
prmp[10],pt1291.xml,mantrayamARAH,"['pawaha', 'GozaRAm', 'SrutvA', 'tuzwAH', 'pOra', 'janAH', 'parasparam', 'mantrayamARAH', 'UcuH', 'yaTA']"
prmp[10],pt1681.xml,SabdAyamAna,"['evam', 'gacCati', 'kAle', 'kadA', 'cit', 'tena', 'A', 'sTAna', 'gatena', 'tat', 'pradeSa', 'A', 'sanna', 'SabdAyamAna', 'SfgAla', 'vfnda', 'Sabdam', 'A', 'karRya', 'pulakita', 'vapuza', 'Ananda', 'aSru', 'pUrRa', 'nayana', 'yugalena', 'ut', 'sTAya', 'tAra', 'tara', 'svareRa', 'SabdAyitum', 'A', 'rabDam']"
ctp7,mbh12_13978.xml,kuSa,"['tyakta', 'grAmya', 'vastra', 'AhAra', 'upaBogAH', 'vanya', 'OzaDi', 'mUla', 'Pala', 'parRa', 'pari', 'mita', 'vicitra', 'ni', 'yata', 'AhArAH', 'sTAna', 'AsaninaH', 'BUmi', 'pAzARa', 'sikatA', 'SarkarA', 'vAlukA', 'Basma', 'SAyinaH', 'kASa', 'kuSa', 'carma', 'valkala', 'saM', 'vfta', 'aNgAH', 'keSa', 'SmaSru', 'naKa', 'roma', 'DAriRaH', 'niyata', 'kAla', 'upasparSanAH', 'askanna', 'homa', 'bali', 'kAla', 'anu', 'zWAyinaH', 'samitkuSa', 'kusuma', 'upahAra', 'homa', 'arjana', 'labDa', 'viSrAmAH', 'SItA', 'uzRa', 'pavana', 'niH', 'tapta', 'vi', 'Binna', 'sarva', 'tvacaH', 'viviDa', 'niyama', 'yoga', 'carya', 'avihita', 'Darma', 'anu', 'zWAna', 'hfta', 'mAMsa', 'SoRitAH', 'tvak', 'asTi', 'BUtAH', 'Dfti', 'parAH', 'sattva', 'yogAt', 'SarIrARi', 'ud', 'vahanti']"
ctp7,mbh12_13948.xml,vAsam,"['tatra', 'guru', 'kula', 'vAsam', 'eva', 'tAvat', 'praTamam', 'ASramam', 'uda', 'A', 'haranti']"
pron_dem,pt1637.xml,tat,"['tat', 'ca', 'smftvA', 'tat', 'vacanam', 'prati', 'padya', 'aBi', 'hitavatI']"
pron_dem,pt988.xml,tEH,"['tEH', 'ca', 'aBi', 'hitaH']"
 preverb,pt229.xml,aBi,"['yaTA', 'aBi', 'pra', 'itam', 'anu', 'sTIyatAm']"
 preverb,pt566.xml,aBi,"['evam', 'aBi', 'hite', 'damanakaH', 'tam', 'sam', 'A', 'dAya', 'piNgalaka', 'sakASam', 'A', 'agacCat', 'Aha', 'ca']"
noun_pn_cbv,pt1969.xml,vimalaH,"['aTa', 'tatra', 'vane', 'vimalaH', 'nAma', 'siMhaH', 'prati', 'vasati', 'sma']"
noun_pn_cbv,pt1045.xml,matiH,"['aTa', 'tat', 'vacaH', 'sam', 'A', 'karRya', 'manda', 'matiH', 'Aha']"
adj_cdi,pt926.xml,maDyamAn,"['BakzayitvA', 'bahUn', 'matsyAn', 'uttama', 'aDama', 'maDyamAn', 'atilOlyAt', 'bakaH', 'kaH', 'cit', 'mftaH', 'karkawaka', 'grahAt']"
adj cbv,mbh03_14651.xml,ud,"['sa', 'muhUrtam', 'DyAtvA', 'bAzpa', 'pUrRa', 'nayanaH', 'ud', 'vigna', 'hfdayaH', 'vepamAnaH', 'visaYjYa', 'kalpaH', 'prAYjaliH', 'abravIt']"
adj cbv,mbh03_14478.xml,rAjA,"['tam', 'evam', 'vAdinam', 'izwa', 'jana', 'Soka', 'pari', 'ita', 'AtmA', 'rAjA', 'pra', 'uvAca']"
ppr. [1] ac.,mbh03_14551.xml,vahanti,"['tAByAm', 'yAhi', 'tvam', 'yatra', 'kAmaH', 'mahA', 'fze', 'CandAMsi', 'vE', 'tvA', 'dfSam', 'sam', 'vahanti']"
ppr. [1] ac.,mbh12_26066.xml,jvaladBiH,"['nahuzaH', 'paYcaBiH', 'SatEH', 'jyotizAm', 'lalAwe', 'jvaladBiH', 'sarva', 'tejaH', 'harEH', 'tri', 'vizwapam', 'pAlayAm', 'baBUva']"
vt4m,pt917.xml,manyase,"['Badra', 'kim', 'evam', 'sati', 'pra', 'Apta', 'kAlam', 'manyase']"
vt4m,pt840.xml,padyate,"['vyasanam', 'hi', 'mahA', 'rAjYaH', 'mohAt', 'sam', 'prati', 'padyate', 'viDinA', 'SAstra', 'dfzwena', 'mftyuH', 'vAryaH', 'pra', 'yatnataH']"
pcl_int,pt23.xml,kim,"['tat', 'sam', 'kzepa', 'mAtram', 'kim', 'cit', 'etezAm', 'praboDana', 'arTam', 'cintyatAm', 'iti']"
pcl_int,pt1003.xml,kim,"['tataH', 'ca', 'kAkI', 'kim', 'cit', 'saraH', 'prA', 'Apya', 'yAvat', 'paSyati', 'tat', 'maDye', 'kasya', 'cit', 'rAjYaH', 'antaH', 'puram', 'jala', 'A', 'sanna', 'ni', 'asta', 'kanaka', 'sUtra', 'muktA', 'hAra', 'vastra', 'ABaraRam', 'jala', 'krIqAm', 'karoti']"
int. ppr. md.,mbh01_968.xml,rorUyamARam,"['tam', 'mAtA', 'rorUyamARam', 'uvAca']"
int. ppr. md.,mbh01_967.xml,rorUyamARaH,"['sa', 'janamejayasya', 'BrAtfBiH', 'aBihataH', 'rorUyamARaH', 'mAtuH', 'samIpam', 'upa', 'agacCat']"
 ctp5,mbh03_14416.xml,pArTivaH,"['ayoDyAyAm', 'ikzvAku', 'kula', 'ut', 'pannaH', 'pArTivaH', 'parikzit', 'nAma', 'mfgayAm', 'agamat']"
 ctp5,mbh12_25998.xml,sarva,"['veda', 'purARa', 'itihAsa', 'prAmARyAt', 'nArAyaRa', 'muKa', 'ut', 'gatAH', 'sarva', 'AtmAnaH', 'sarva', 'kartAraH', 'sarva', 'BAvanAH', 'ca', 'brAhmaRAH']"
ctp2,mbh12_13949.xml,SuSrUzA,"['samyak', 'atra', 'SOca', 'saMskAra', 'vinaya', 'niyama', 'pra', 'RItaH', 'vi', 'nIta', 'AtmAH', 'uBe', 'sanDye', 'BAskara', 'agni', 'dEvatAni', 'upa', 'sTAya', 'vi', 'hAya', 'tandrA', 'Alasye', 'guroH', 'aBivAdana', 'veda', 'aByAsa', 'SravaRa', 'pavitrI', 'kfta', 'antara', 'AtmA', 'trizavaRam', 'upa', 'spfSya', 'brahmacarya', 'agni', 'pari', 'caraRa', 'guru', 'SuSrUzA', 'nityaH', 'BEkza', 'Adi', 'sarva', 'ni', 'vedita', 'Antara', 'AtmA', 'guru', 'vacana', 'nirdeSa', 'anuzWAna', 'a', 'pratikUlaH', 'guru', 'prasAda', 'labDa', 'svADyAya', 'tat', 'paraH', 'syAt']"
ctp2,mbh12_13959.xml,prasaNginaH,"['vAna', 'prasTa', 'AnAm', 'dravya', 'upaskAraH', 'iti', 'prAyaSaH', 'Kalu', 'ete', 'sADavaH', 'sADu', 'paTya', 'darSanAH', 'svADyAya', 'prasaNginaH', 'tIrTa', 'aBigamana', 'deSa', 'darSana', 'arTam', 'pfTivIm', 'pari', 'awanti']"
pcl_kp,pt254.xml,api,"['savya', 'dakziRa', 'yatra', 'viSezaH', 'na', 'upa', 'laByate', 'na', 'tatra', 'kzaRam', 'api', 'AryaH', 'vidyamAna', 'gatiH', 'vaset']"
pcl_kp,pt1118.xml,prati,"['tataH', 'kam', 'cit', 'kUpam', 'A', 'sAdya', 'siMham', 'prati', 'Aha']"
adv_cbv,pt1278.xml,mAnam,"['tataH', 'sudarSanAm', 'A', 'hUya', 'maDura', 'a', 'kzarEH', 'sa', 'bahu', 'mAnam', 'abravIt']"
adv_cbv,pt1265.xml,kroDam,"['aTa', 'asO', 'sa', 'bala', 'parivAraH', 'catuH', 'aNga', 'senA', 'sa', 'nATaH', 'tat', 'upari', 'pra', 'calitaH', 'sa', 'kroDam', 'uktavAn', 'ca']"
 ctp2,mbh03_14524.xml,raTena,"['sa', 'ca', 'tO', 'aSvO', 'prati', 'gfhya', 'anu', 'jYApya', 'ca', 'fzim', 'pra', 'ayAt', 'vAmya', 'sam', 'yuktena', 'raTena', 'mfgam', 'prati']"
 ctp2,mbh12_13978.xml,yogAt,"['tyakta', 'grAmya', 'vastra', 'AhAra', 'upaBogAH', 'vanya', 'OzaDi', 'mUla', 'Pala', 'parRa', 'pari', 'mita', 'vicitra', 'ni', 'yata', 'AhArAH', 'sTAna', 'AsaninaH', 'BUmi', 'pAzARa', 'sikatA', 'SarkarA', 'vAlukA', 'Basma', 'SAyinaH', 'kASa', 'kuSa', 'carma', 'valkala', 'saM', 'vfta', 'aNgAH', 'keSa', 'SmaSru', 'naKa', 'roma', 'DAriRaH', 'niyata', 'kAla', 'upasparSanAH', 'askanna', 'homa', 'bali', 'kAla', 'anu', 'zWAyinaH', 'samitkuSa', 'kusuma', 'upahAra', 'homa', 'arjana', 'labDa', 'viSrAmAH', 'SItA', 'uzRa', 'pavana', 'niH', 'tapta', 'vi', 'Binna', 'sarva', 'tvacaH', 'viviDa', 'niyama', 'yoga', 'carya', 'avihita', 'Darma', 'anu', 'zWAna', 'hfta', 'mAMsa', 'SoRitAH', 'tvak', 'asTi', 'BUtAH', 'Dfti', 'parAH', 'sattva', 'yogAt', 'SarIrARi', 'ud', 'vahanti']"
noun_ctp6,pt1312.xml,BaktAH,"['Bagavat', 'BaktAH', 'ca', 'tridaRqinaH', 'pravrajyAm', 'tyakzyanti']"
noun_ctp6,pt1637.xml,vacanam,"['tat', 'ca', 'smftvA', 'tat', 'vacanam', 'prati', 'padya', 'aBi', 'hitavatI']"
vt10m,pt1169.xml,nArAyaRAyate,"['dikzu', 'BUmO', 'taTA', 'AkASe', 'sarvatra', 'ca', 'vi', 'BAvyate', 'smaryate', 'prARa', 'sandehe', 'tanvI', 'nArAyaRAyate']"
 cbv,pt1024.xml,militvA,"['aTa', 'tat', 'vana', 'jAH', 'sarve', 'sAraNga', 'varAha', 'mahiza', 'gavaya', 'SaSaka', 'AdayaH', 'militvA', 'dIna', 'AnanAH', 'mahI', 'tala', 'ava', 'sakta', 'jAnavaH', 'pra', 'nata', 'SirasaH', 'sa', 'vinayAH', 'tam', 'mfga', 'patim', 'vi', 'jYapayitum', 'A', 'rabDAH']"
 cbv,pt1021.xml,siMhaH,"['asti', 'kasmin', 'cit', 'vana', 'uddeSe', 'mada', 'ut', 'mattaH', 'manda', 'mati', 'nAmA', 'siMhaH']"
ctp5,mbh12_25949.xml,udBavam,"['Atma', 'teja', 'udBavam', 'pArTa', 'SfRuzva', 'ekamanAH', 'mama']"
ctp5,mbh03_14478.xml,Soka,"['tam', 'evam', 'vAdinam', 'izwa', 'jana', 'Soka', 'pari', 'ita', 'AtmA', 'rAjA', 'pra', 'uvAca']"
noun_ctp5,pt1396.xml,vimuKaH,"['pUjyaH', 'banDuH', 'api', 'priyaH', 'api', 'tanayaH', 'BrAtA', 'vayasyaH', 'api', 'vA', 'yaH', 'mohAt', 'an', 'avadya', 'kArya', 'vimuKaH', 'heyaH', 'sa', 'kArya', 'arTinA', 'loke', 'hi', 'praTitAH', 'nanu', 'SrutiH', 'iyam', 'na', 'arTaH', 'api', 'gAyanti', 'yAm', 'kim', 'kAryam', 'kanakena', 'tena', 'Bavati', 'CedAya', 'karRasya', 'yat']"
noun_ctp5,pt1048.xml,BItaH,"['aTa', 'taTA', 'iti', 'prati', 'jYAya', 'nirvfti', 'BAjaH', 'tatra', 'vane', 'nirBayAH', 'te', 'parI', 'awanti', 'ekaH', 'ca', 'jAti', 'krameRa', 'vfdDaH', 'vA', 'vErAgya', 'yuktaH', 'vA', 'Soka', 'grastaH', 'vA', 'putra', 'kalatra', 'nASa', 'BItaH', 'vA', 'tasya', 'AhAra', 'arTam', 'maDya', 'ahna', 'samaye', 'pratidinam', 'upa', 'tizWate', 'iti']"
patronymic,pt1103.xml,BArgavaH,"['AtmanaH', 'Saktim', 'ut', 'vi', 'Ikzya', 'mAna', 'utsAhO', 'tu', 'yaH', 'vrajet', 'SatrUn', 'ekaH', 'api', 'hanyAt', 'ca', 'kzatriyAn', 'BArgavaH', 'yaTA']"
ppr. [4] ac.,mbh12_13890.xml,paSyantaH,"['loka', 'sfzwim', 'pra', 'paSyantaH', 'na', 'muhyanti', 'vicakzaRAH']"
vi2a,pt633.xml,syAt,"['niHspfhaH', 'na', 'aDikArI', 'syAt', 'na', 'a', 'kAmI', 'maRqana', 'priyaH', 'na', 'a', 'vi', 'dagDaH', 'priyam', 'brUyAt', 'sPuwa', 'vaktA', 'na', 'vaYcakaH']"
vi2a,pt1319.xml,astu,"['evam', 'astu', 'iti', 'prati', 'pannam', 'garuqena']"
 cpt3,mbh03_14456.xml,vApIm,"['tat', 'pra', 'viSya', 'rAjA', 'sa', 'saha', 'priyayA', 'suDA', 'tala', 'sukftAm', 'vimala', 'salila', 'pUrRAm', 'vApIm', 'apaSyat']"
vt6a m,pt1124.xml,mumoca,"['sa', 'ca', 'siMhaH', 'ati', 'mUrKatayA', 'AtmanaH', 'pratibimbam', 'jala', 'maDya', 'gatam', 'dfzwvA', 'siMha', 'nAdam', 'mumoca']"
pcl_conj,pt1140.xml,ca,"['kfte', 'viniScaye', 'puMsAm', 'devAH', 'yAnti', 'sahAyatAm', 'vizRuH', 'cakram', 'garutmAn', 'ca', 'kOlikasya', 'yaTA', 'Ahave']"
pcl_conj,pt1312.xml,ca,"['Bagavat', 'BaktAH', 'ca', 'tridaRqinaH', 'pravrajyAm', 'tyakzyanti']"
abs,mbh03_14648.xml,SrutvA,"['etat', 'SrutvA', 'sa', 'kacCapaH', 'tasmAt', 'sarasaH', 'ut', 'TAya', 'aBi', 'agacCat', 'yatra', 'tizWAmaH', 'vayam', 'tasya', 'sarasaH', 'tIre']"
abs,mbh03_14586.xml,maTya,"['ikzvAkavaH', 'hanta', 'carAmi', 'vaH', 'priyam', 'ni', 'hanmi', 'imam', 'vipram', 'adya', 'pra', 'maTya']"
vi10am,pt627.xml,acintayat,"['aTa', 'AzAQaBUti', 'nAmA', 'para', 'vitta', 'apa', 'hArI', 'DUrtaH', 'arTa', 'mAtrAm', 'tasya', 'kakzA', 'antaH', 'gatAm', 'lakzayitvA', 'vi', 'acintayat']"
pfp. [1],mbh03_14498.xml,pUjya,"['sa', 'ca', 'rAjA', 'tAm', 'upa', 'laBya', 'tasyAm', 'surata', 'guRa', 'nibadDa', 'hfdayaH', 'loka', 'traya', 'ESvaryam', 'iva', 'upa', 'laBya', 'harza', 'bAzpa', 'kalayA', 'vAcA', 'pra', 'Ri', 'patya', 'aBi', 'pUjya', 'maRqUka', 'rAjAnam', 'abravIt']"
pfp. [1],mbh03_14547.xml,kAryam,"['pra', 'yacCa', 'vAmyO', 'mama', 'pArTiva', 'tvam', 'kftam', 'hi', 'te', 'kAryam', 'anyEH', 'a', 'Sakyam']"
adv_reflexive,pt1881.xml,svayam,"['yadi', 'punaH', 'sa', 'deva', 'pAdAnAm', 'svayam', 'eva', 'BaktyA', 'AtmanaH', 'jIvitavyam', 'pra', 'yacCati', 'tataH', 'na', 'dozaH']"
adv_reflexive,pt1342.xml,kOlikaH,"['tataH', 'api', 'nara', 'kari', 'raTa', 'turaga', 'BARqa', 'AgAra', 'Adi', 'sarvam', 'pratipakza', 'Danam', 'suprativarmaRaH', 'vaSI', 'kftya', 'svayam', 'kOlikaH', 'labDa', 'vi', 'jaya', 'mahAtmyaH', 'rAja', 'duhitrA', 'saha', 'sakala', 'suKAni', 'anu', 'baBUva']"
vi6a,pt1459.xml,vidyate,"['tri', 'satyena', 'aham', 'AtmAnam', 'SapAmi', 'na', 'Bayam', 'tava', 'asmat', 'sakASAt', 'vidyate']"
vi6a,pt1570.xml,Kidyate,"['sa', 'snigDaH', 'vyasanAt', 'ni', 'vArayati', 'yaH', 'tat', 'karma', 'yat', 'nirmalam', 'sA', 'strI', 'yA', 'anu', 'viDAyinI', 'sa', 'matimAn', 'yaH', 'sadBiH', 'aBi', 'arcyate', 'sA', 'SrIH', 'yA', 'na', 'madam', 'karoti', 'sa', 'suKI', 'yaH', 'tfzRayA', 'na', 'Uhyate', 'tat', 'mitram', 'yat', 'a', 'yantraRam', 'sa', 'puruzaH', 'yaH', 'Kidyate', 'na', 'Apadi']"
adv_int,pt1752.xml,kadA,"['aTa', 'kadA', 'cit', 'tasya', 'antakaraH', 'mftyuH', 'ulUka', 'rUpeRa', 'A', 'yAtaH']"
adv_int,pt911.xml,kaTam,"['tat', 'kaTam', 'asya', 'apa', 'karizyasi']"
pp. cd,mbh12_13914.xml,vAta,"['caRqa', 'vAta', 'ati', 'uzRa', 'ati', 'SIta', 'kftEH', 'ca', 'prati', 'BayEH', 'SArIrEH', 'duHKEH', 'upa', 'tapyante']"
 ctp na,mbh12_13910.xml,Kalu,"['an', 'ftAt', 'Kalu', 'tamaH', 'prAduH', 'BUtam', 'tamaH', 'grastAH', 'a', 'Darmam', 'eva', 'anu', 'vartante', 'na', 'Darmam']"
 ctp na,mbh12_25959.xml,AsIt,"['na', 'sat', 'AsIt', 'na', 'a', 'sat', 'AsIt']"
prap[6],pt207.xml,sPurantIm,"['apAya', 'saM', 'darSana', 'jAm', 'vipattim', 'upAya', 'saM', 'darSana', 'jAm', 'ca', 'sidDim', 'meDAvinaH', 'nIti', 'guRa', 'pra', 'yuktAm', 'puraH', 'sPurantIm', 'iva', 'darSayanti']"
prap[6],pt192.xml,bruvan,"['jIva', 'iti', 'pra', 'bruvan', 'prA', 'uktaH', 'kfti', 'a', 'kftya', 'vicakzaRaH', 'karoti', 'nir', 'vikalpam', 'yaH', 'sa', 'Bavet', 'rAja', 'vallaBaH']"
adj_ctp2,pt1302.xml,rUQam,"['kim', 'ca', 'yudDam', 'aNgI', 'kftavantam', 'kadA', 'cit', 'dA', 'cit', 'garuqa', 'A', 'rUQam', 'mAm', 'paSyantaH', 'vAsudevam', 'matvA', 'SatravaH', 'pra', 'parA', 'ayate', 'uktam', 'ca']"
adj_ctp2,pt821.xml,kftAH,"['jambukaH', 'huqa', 'yudDena', 'vayam', 'ca', 'AzAQaBUtinA', 'dUtikA', 'para', 'kAryeRa', 'trayaH', 'dozAH', 'svayam', 'kftAH']"
vi1m,pt842.xml,vartate,"['kasmin', 'vyasane', 'vartate', 'svAmI', 'piNgalakaH']"
vi1m,pt1751.xml,vartate,"['tasya', 'ca', 'tatra', 'an', 'eka', 'kAlam', 'bahu', 'prakAram', 'krIqataH', 'samayaH', 'ati', 'vartate']"
vt10a,pt1047.xml,BakzayizyAmi,"['param', 'yadi', 'mama', 'atra', 'upa', 'vizwasya', 'na', 'ekEkaH', 'mfgaH', 'sam', 'A', 'ezyati', 'tat', 'nUnam', 'sarvAn', 'api', 'BakzayizyAmi', 'iti']"
vt10a,pt957.xml,gaRayanti,"['sTira', 'hfdaya', 'ni', 'hita', 'rAgAH', 'sujanatayA', 'sam', 'smarantaH', 'iha', 'sukftam', 'svam', 'jIvitam', 'api', 'santaH', 'na', 'gatam', 'gaRayanti', 'mitra', 'arTe']"
ctp_upapada,pt812.xml,BAk,"['A', 'yAti', 'sKalitEH', 'pAdEH', 'muKa', 'vEvarRya', 'saM', 'yutaH', 'lalAwa', 'sveda', 'BAk', 'BUri', 'gadgadam', 'BAzate', 'vacaH']"
ctp_upapada,pt1806.xml,dvirePAH,"['gallopa', 'ante', 'sucira', 'niBftam', 'vAri', 'vanya', 'dvipAnAm', 'ye', 'sevante', 'nava', 'maDu', 'rasa', 'A', 'svAda', 'lubDAH', 'dvirePAH', 'te', 'tat', 'karRa', 'vyajana', 'pavana', 'pra', 'INKitEH', 'kzipta', 'dehAH', 'BUmim', 'pra', 'AptAH', 'kamala', 'vivara', 'krIqitAni', 'smaranti']"
adj ctp prAdi,mbh12_13919.xml,suKaH,"['su', 'suKaH', 'pavanaH', 'svarge', 'ganDaH', 'ca', 'suraBiH', 'taTA']"
adj ctp prAdi,mbh12_26040.xml,hutaH,"['viSvarUpeRa', 'sarva', 'yajYezu', 'su', 'hutaH', 'somaH', 'pIyate']"
adj ca. pp.,mbh12_26056.xml,pAditam,"['tasmAt', 'anantaram', 'viSvarUpa', 'gAtra', 'maTana', 'samBavam', 'tvazwf', 'ut', 'pAditam', 'eva', 'arim', 'vftram', 'indraH', 'jaGAna']"
adj ca. pp.,mbh03_14443.xml,GAwitayA,"['pari', 'A', 'SvastaH', 'ca', 'rAjA', 'tayA', 'eva', 'saha', 'SibikayA', 'pra', 'ayAt', 'a', 'vi', 'GAwitayA']"
ca. ppa.,mbh12_26159.xml,darSitavantaH,"['tatra', 'tasya', 'anila', 'vyajana', 'kfta', 'paritozasya', 'sadyaH', 'vanaspatayaH', 'puzpa', 'SoBAm', 'na', 'darSitavantaH', 'iti', 'saH', 'etAn', 'SaSApa', 'na', 'sarva', 'kAlam', 'puzpavantaH', 'BavizyaTa', 'iti']"
